,SMILES,Caco-2,CYP3A4,hERG,HOB,MN
214,CC(C)[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,1,1,0,1
215,C[C@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,1,1,0,1
216,Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)cc(F)c3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
217,CCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
218,Cc1cc(cc(C)c1O)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
219,O[C@@H]1[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
220,C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
221,C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
222,C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
223,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,0
224,Cc1cc(C)nc(n1)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
225,CCCN1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,0,1,1,0,1
226,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
227,C[C@@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
228,C[C@@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
229,C[C@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
230,CC[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
231,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
232,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(Cc6ccccc6)CC5,0,1,1,0,1
233,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6,0,1,0,0,1
234,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6occc6,0,1,0,1,1
235,Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
236,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(Cl)c6,0,1,0,1,1
237,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(Cl)cc6,0,1,0,1,1
238,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
239,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(O)c6,0,1,0,0,1
240,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6O,0,1,0,0,1
241,Cc1ccccc1C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
242,Cc1cccc(c1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
243,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,1,1,0,0
244,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
245,C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
246,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6Cl,0,1,0,1,1
247,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccncc6,0,1,0,0,1
248,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(cc6)[N+](=O)[O-],0,1,0,1,1
249,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(Cl)cc6,0,1,1,1,1
250,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6[N+](=O)[O-],0,1,0,1,1
251,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(cc6)[N+](=O)[O-],0,1,1,1,1
252,CC(C)N1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,0,1,1,1,1
253,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C6CCCC6,0,1,1,1,1
254,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,0
255,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,1
256,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@H](C)C5,0,1,1,0,1
257,C[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5,0,1,1,0,0
258,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
259,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCC[C@H]5C,0,1,1,0,1
260,COc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,0
261,COc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,0
262,Oc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,1,1,0,0
263,Oc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,1,1,0,0
264,C[C@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C,0,1,1,0,0
265,C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@H]1C,0,1,1,0,0
266,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCCN5CCCC5)cc4,0,1,1,0,1
267,C[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
268,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC6C5)cc4,0,1,1,0,1
269,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCC5)cc4,0,1,1,0,1
270,C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
271,C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
272,C[C@@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
273,C[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
274,CC[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
275,CC[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
276,CC(C)[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
277,CC(C)[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
278,CC1(C)CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
279,CC1(C)CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
280,C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C,0,1,1,0,0
281,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
282,CC[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
283,CC[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
284,CC(C)[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
285,CC(C)[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
286,CC(C)(COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
287,C[C@@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,0
288,C[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,0
289,CC[C@@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
290,CC[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
291,Oc1ccc(cc1)c2oc3ccc(O)cc3c2,0,0,0,0,1
292,Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3c2,0,0,0,0,1
293,Oc1cc(Br)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
294,COc1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
295,COc1cc(O)cc2cc(oc12)c3ccc(O)c(F)c3,0,0,0,0,1
296,COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
297,COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)c(F)c3,1,1,0,1,1
298,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCCC5CC6)cc4,0,1,1,0,1
299,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCCC5CCC6)cc4,0,1,1,0,1
300,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCC5CC6)cc4,0,1,1,0,1
301,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC5CO6)cc4,0,1,1,0,1
302,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CCC5CC6)cc4,0,1,1,0,1
303,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC7CC(C6)CC5C7)cc4,0,1,1,0,1
304,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@H]6C[C@@H]56)cc4,0,1,1,0,1
305,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H]6C[C@H]56)cc4,0,1,1,0,1
306,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CCC6C5)cc4,0,1,1,0,1
307,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C[C@H]6CCC[C@H]6C5)cc4,0,1,1,0,1
308,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C[C@H]6CCCC[C@H]6C5)cc4,0,1,1,0,1
309,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CCCC6)CC5)cc4,0,1,1,0,1
310,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6(CCC6)C5)cc4,0,1,1,0,1
311,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)(F)CC5)cc4,0,1,1,0,1
312,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CC5)OCCO6)cc4,0,1,1,0,1
313,OC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
314,OCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
315,OCCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
316,NC(=O)C1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
317,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H](F)C5)cc4,0,1,1,0,1
318,O[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,1
319,OC[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
320,OC[C@@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
321,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCSCC5)cc4,0,1,1,0,1
322,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCS(=O)(=O)CC5)cc4,0,1,1,0,1
323,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)CC5)cc4,0,1,1,0,1
324,Oc1ccc(cc1F)c2oc3c(C=C)c(Br)c(O)c(Br)c3n2,0,0,0,1,1
325,COc1cc(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,0,0,0,1,1
326,COc1c(Br)c(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,0,0,0,0,1
327,COc1cc(O)c(Cl)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
328,COc1cc(O)c(C#N)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
329,Oc1ccc(cc1)c2oc3c(Cl)cc(O)cc3c2,0,0,0,0,1
330,Cc1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
331,Cc1cc(O)cc2cc(oc12)c3ccc(O)c(F)c3,1,0,0,0,1
332,Oc1ccc(cc1)c2oc3c(CC#N)cc(O)cc3c2,0,0,0,0,1
333,Oc1cc(CC#N)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
334,Oc1ccc(cc1)c2oc3c(CC#N)cc(O)c(Br)c3c2,0,1,0,0,1
335,Oc1ccc(cc1)c2oc3c(CC#N)cc(O)c(Cl)c3c2,1,1,0,0,1
336,CC(=O)c1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
337,CCC(=O)c1cc(O)cc2cc(oc12)c3ccc(O)cc3,1,0,0,0,1
338,Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3c2,0,0,0,0,1
339,Oc1ccc(cc1)c2oc3c(cc(O)cc3c2)C#N,0,0,0,0,1
340,Oc1cc(C#N)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
341,Oc1ccc2nc(oc2c1)c3ccc4cc(O)ccc4c3,0,0,0,0,1
342,Oc1ccc(c(O)c1)c2oc3cc(O)ccc3n2,0,0,0,0,1
343,Oc1ccc(cc1)c2oc3cc(O)ccc3n2,0,0,0,0,1
344,Oc1ccc2nc(oc2c1)c3cccc(O)c3O,0,0,0,0,1
345,Oc1ccc2nc(oc2c1)c3ccc(O)c(O)c3,0,0,0,0,1
346,Oc1ccc2nc(oc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
347,Oc1ccc2nc(oc2c1)c3ccc(O)c(Cl)c3,0,0,0,0,1
348,Oc1ccc(cc1)c2oc3cc(O)c(Cl)cc3n2,0,0,0,0,1
349,CC(C)(C)c1cc(ccc1O)c2oc3cc(O)ccc3n2,0,0,0,0,1
350,CCCCOc1cc(ccc1O)c2oc3cc(O)ccc3n2,0,1,0,0,0
351,Oc1ccc(cc1)c2oc3ccc(O)cc3n2,0,0,0,0,1
352,Oc1ccc2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
353,Oc1ccc2oc(nc2c1)c3ccc(O)c(Cl)c3,0,0,0,0,1
354,Oc1ccc(c(Cl)c1)c2oc3ccc(O)cc3n2,0,0,0,0,1
355,Oc1ccc(c(O)c1)c2oc3ccc(O)cc3n2,0,0,0,0,1
356,Oc1ccc(cc1)c2oc3cc(Cl)c(O)cc3n2,0,0,0,0,1
357,Oc1ccc(cc1F)c2oc3cc(Cl)c(O)cc3n2,0,0,0,1,1
358,Oc1ccc(cc1F)c2oc3cc(Br)c(O)cc3n2,0,0,0,1,1
359,Oc1ccc2oc(nc2c1)c3cccc(O)c3O,0,0,0,0,1
360,COc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
361,Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3n2,0,0,0,0,1
362,Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
363,Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(c3)C(F)(F)F,0,0,0,0,1
364,Oc1ccc(c(F)c1)c2oc3c(Br)cc(O)cc3n2,0,0,0,0,1
365,Cc1cc(O)ccc1c2oc3c(Br)cc(O)cc3n2,1,0,0,0,1
366,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#N,0,0,0,0,1
367,Oc1cc(C#N)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
368,Oc1ccc(c(F)c1)c2oc3c(cc(O)cc3n2)C#N,0,0,0,0,1
369,Oc1ccc(cc1)c2oc3c(CBr)cc(O)cc3n2,0,0,0,0,1
370,Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3n2,0,0,0,0,1
371,CCOC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,1,0,0,1
372,NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
373,CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,1,0,1
374,CCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,0
375,CC(C)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
376,CCCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,1,0,0
377,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#C,0,0,0,0,1
378,Oc1ccc(cc1)c2oc3c(CC=C)cc(O)cc3n2,0,0,0,0,1
379,Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
380,Oc1ccc(c(F)c1)c2oc3c(CC=C)cc(O)cc3n2,0,0,0,0,1
381,Oc1ccc(cc1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
382,Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
383,Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
384,C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
385,Oc1ccc(cc1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,0,0,0,1
386,Oc1ccc(c(F)c1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,0,0,0,1
387,C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3F,1,0,0,0,1
388,Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
389,Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3F,0,0,0,0,1
390,Oc1cc(F)c(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
391,Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,0,0,0,0,1
392,Cc1cc(O)ccc1c2oc3c(C=C)cc(O)cc3n2,1,0,0,0,1
393,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4ccccc4,0,0,0,0,1
394,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4occc4,0,0,0,0,1
395,Oc1cc(c2occc2)c3oc(nc3c1)c4ccc(O)c(F)c4,0,0,0,0,1
396,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4cccs4,0,0,0,0,1
397,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4nccs4,0,0,0,0,1
398,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C4CCCC4,0,0,0,0,1
399,Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,0,0,0,1,1
400,Oc1ccc(c(O)c1)c2noc3cc(O)ccc23,0,0,0,0,1
401,Oc1ccc(c(O)c1)c2noc3ccccc23,0,1,0,0,1
402,Oc1ccc2c(noc2c1)c3ccccc3O,0,0,0,0,1
403,Oc1ccc(cc1)c2noc3cc(O)ccc23,0,0,0,0,1
404,Oc1ccc(c(O)c1)c2noc3ccc(O)cc23,1,0,0,0,1
405,Oc1ccc(cc1)c2noc3ccc(O)cc23,1,0,0,0,1
406,Oc1ccc2c(noc2c1)c3ccc(O)c(Cl)c3,1,1,0,0,1
407,Oc1ccc(c(c1)C#N)c2noc3cc(O)ccc23,0,1,0,0,1
408,Oc1ccc2c(noc2c1)c3ccc(O)c(Br)c3,0,0,0,0,1
409,Oc1ccc2c(noc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
410,Cc1cc(ccc1O)c2noc3cc(O)ccc23,1,1,0,0,1
411,Cc1cc(O)ccc1c2noc3cc(O)ccc23,0,0,0,0,1
412,CCCc1cc(O)ccc1c2noc3cc(O)ccc23,1,1,0,0,1
413,CCCc1cc(ccc1O)c2noc3cc(O)ccc23,1,1,0,0,1
414,Cc1c(O)ccc(c1O)c2noc3cc(O)ccc23,0,1,0,0,1
415,Oc1ccc(c(CC#N)c1)c2noc3cc(O)ccc23,0,1,0,1,1
416,O\N=C\c1cc(O)ccc1c2noc3cc(O)ccc23,1,0,0,1,1
417,Oc1ccc2c(noc2c1)c3cc(Br)c(O)cc3O,0,0,0,0,1
418,Oc1ccc2c(noc2c1)c3cc(Cl)c(O)cc3O,0,1,0,0,1
419,Cc1cc(c(O)cc1O)c2noc3cc(O)ccc23,0,1,0,0,1
420,CCCc1cc(c(CC)cc1O)c2noc3cc(O)ccc23,1,1,1,0,1
421,CCCc1cc(c(CCC)cc1O)c2noc3cc(O)ccc23,1,1,1,0,1
422,Oc1ccc2c(noc2c1)c3ccc4cc(O)ccc4c3,1,0,0,0,1
423,Oc1ccc2c(noc2c1)c3ccc4c(O)cccc4c3,0,1,0,0,1
424,Oc1ccc2c(noc2c1)c3ccc4c(Br)c(O)ccc4c3,0,1,0,0,1
425,Oc1ccc2cc(ccc2c1)c3noc4ccc(O)cc34,0,0,0,0,1
426,Oc1ccc2c(noc2c1)c3cccc4cc(O)ccc34,1,0,0,0,1
427,Oc1ccc2c(noc2c1)c3cccc4c(O)cccc34,0,1,0,1,1
428,Oc1ccc2c(noc2c1)c3cccc4ccc(O)cc34,0,0,0,0,1
429,Oc1ccc2nc(oc2c1)c3cccc4c(O)cccc34,0,0,0,0,1
430,Oc1ccc2nc(oc2c1)c3cccc4cc(O)ccc34,0,0,0,0,1
431,Oc1ccc2nc(oc2c1)c3ccc(O)c4ccccc34,0,0,0,0,1
432,Oc1ccc2nc(oc2c1)c3cccc4ccccc34,0,0,0,0,1
433,Oc1ccc2nc(oc2c1)c3cccc4c(Br)c(O)ccc34,0,1,0,0,1
434,Oc1ccc2c(cccc2c1)c3oc4cc(O)c(F)cc4n3,1,0,0,0,1
435,Oc1ccc2c(cccc2c1)c3oc4ccc(O)cc4n3,0,0,0,0,1
436,Cc1cc(O)c2cccc(c3oc4cc(O)ccc4n3)c2c1,0,1,0,1,1
437,Oc1ccc2cc(ccc2c1)c3oc4ccc(O)cc4n3,0,0,0,0,1
438,Oc1ccc(cc1)C2=C(Br)c3ccc(O)cc3C2=O,0,0,0,0,1
439,CC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,0,1
440,CSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,0,1
441,CCSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,1,1
